Name,Program Identifier,Inspection Date,Description,Address,City,zipcode,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
BAR FERD'NAND,BAR FERD'NAND,2019-01-09,Seating 13-50 - Risk Category III,1424 11TH AVE,SEATTLE,98122,(206) 466-6630,-122.31773693,47.61371532,BAR FERD'NAND,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,1200 - Proper shellstock ID; wild mushroom ID;  parasite destruction procedures for fish,5,PR0085509,DAYBI0H90,IVCKNA5Y6,1.0
STARBUCKS COFFEE #389,STARBUCKS COFFEE #389,2019-01-09,Seating 13-50 - Risk Category II,7100 E GREENLAKE DR N ,Seattle,98115,(206) 453-9298,-122.32547109020001,47.6798414829,STARBUCKS COFFEE #389,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0044279,DAQVM5LYH,IVQEGRA8Z,1.0
EL FAROL MEXICAN RESTAURANT,EL FAROL MEXICAN RESTAURANT,2019-01-09,Seating 51-150 - Risk Category III,1467 E REPUBLICAN ST,Seattle,98112,(206) 325-9005,-122.31288660969999,47.622968467700005,EL FAROL MEXICAN RESTAURANT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0003023,DAJH61ALK,,2.0
CLOUD ROOM SEATTLE,CLOUD ROOM SEATTLE - RESTAURANT,2019-01-09,Seating 13-50 - Risk Category III,1424 11th AVE,SEATTLE,98122,(206) 795-4209,-122.31773693,47.61371532,CLOUD ROOM SEATTLE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0084824,DAMRJ0VG5,,1.0
WASHINGTON ATHLETIC CLUB,WASHINGTON ATHLETIC CLUB - BANQUET DEPT,2019-01-09,Seating > 250 - Risk Category III,1325 6TH AVE,SEATTLE,98101,(206) 464-3070,-122.3336092698,47.609723231400004,WASHINGTON ATHLETIC CLUB,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0004060,DAGOPDYBS,,1.0
WASHINGTON ATHLETIC CLUB,SPORTS CAFE @ WAC,2019-01-09,Seating 13-50 - Risk Category III,1325 6TH AVE,SEATTLE,98101,(206) 464-3070,-122.3336092698,47.609723231400004,WASHINGTON ATHLETIC CLUB,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0049598,DAHZ9PIJI,,1.0
DIVA ESPRESSO,DIVA ESPRESSO,2019-01-09,Seating 13-50 - Risk Category II,7916 GREENWOOD AVE N ,Seattle,98103,(206) 781-8106,-122.3549156543,47.6868064685,DIVA ESPRESSO,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0031596,DACKKSQRK,IVYE9ISRR,1.0
WHITE CENTER MINI MARKET,WHITE CENTER MINI MARKET,2019-01-09,Seating 0-12 - Risk Category III,1505 SW ROXBURY ST ,Seattle,98106,,-122.3543813772,47.517140060100004,WHITE CENTER MINI MARKET,Consultation/Education - Field,0.0,Complete,False,,,0,PR0011377,DALPC00LA,,1.0
CRAFTWORKS COFFEE,CRAFTWORKS COFFEE,2019-01-09,Seating 13-50 - Risk Category II,110 REPUBLICAN ST,SEATTLE,98109,(206) 787-2711,-122.35486270000001,47.62343129,CRAFTWORKS COFFEE,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0085844,DAALNOE5P,IVPXF90X8,1.0
SAL Y LIMON BAR AND RESTAURANT,SAL Y LIMON BAR AND RESTAURANT,2019-01-09,Seating 13-50 - Risk Category III,10 MERCER ST,Seattle,98109,(425) 822-4592,-122.3561914741,47.625063543100005,SAL Y LIMON BAR AND RESTAURANT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0049572,DAPAD6SF0,,1.0
WASHINGTON ATHLETIC CLUB,WASH ATHLETIC CLUB - TORCHY'S,2019-01-09,Seating > 250 - Risk Category III,1325 6TH AVE,SEATTLE,98101,(206) 464-3070,-122.3336092698,47.609723231400004,WASHINGTON ATHLETIC CLUB,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0012053,DAYHAIQ8E,,1.0
World Fresh Eatery,WORLD FRESH EATERY,2019-01-10,Seating 13-50 - Risk Category III,1218 3RD AVE #102,SEATTLE,98101,(206) 422-5333,-122.33538673,47.60764891,World Fresh Eatery,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0081097,DAML6JTKU,IVTSHJT4S,2.0
ROW HOUSE CAFE,ROW HOUSE CAFE,2019-01-10,Seating 51-150 - Risk Category III,1170 REPUBLICAN ST #B,SEATTLE,98109,(206) 402-3213,-122.33336824,47.62324963,ROW HOUSE CAFE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0080821,DAOCIIC9G,,2.0
D'AMBROSIO GELATO,D'AMBROSIO GELATO,2019-01-10,Seating 0-12 - Risk Category II,5339 BALLARD AVE NW,SEATTLE,98107,(858) 210-1307,-122.38442254,47.667217799999996,D'AMBROSIO GELATO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0080322,DAIPF0IJC,,1.0
HOME DELI & GROCERY,HOME DELI & GROCERY,2019-01-10,Seating 0-12 - Risk Category III,500 MINOR AVE N ,Seattle,98109,(206) 623-0074,-122.33285270389999,47.6232307708,HOME DELI & GROCERY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002956,DAWLR4PMC,,1.0
BEER JUNCTION,BEER JUNCTION,2019-01-10,Seating 13-50 - Risk Category I,4511 CALIFORNIA AVE SW,SEATTLE,98116,,-122.38705139999999,47.56253855,BEER JUNCTION,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082003,DAFCFGCSL,,1.0
CYCLOPS,CYCLOPS,2019-01-10,Seating 51-150 - Risk Category III,2421 1ST AVE,Seattle,98121,,-122.3481802986,47.614142664,CYCLOPS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0054018,DATUQORTH,,1.0
"SEE'S CANDIES, INC","SEE'S CANDIES, INC",2019-01-10,Seating 0-12 - Risk Category I,401 NE NORTHGATE WAY #522,SEATTLE,98125,(650) 583-7307,-122.32568,47.70507,"SEE'S CANDIES, INC",Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087384,DACKJH96V,,1.0
TOP POT DOUGHNUTS,TOP POT DOUGHNUTS,2019-01-10,Seating 13-50 - Risk Category II,888 WESTERN AVE,SEATTLE,98104,(206) 890-4712,-122.33616414,47.60326907,TOP POT DOUGHNUTS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083941,DA8QYM4UI,,1.0
YE OLDE CURIOSITY SHOP,YE OLDE CURIOSITY SHOP,2019-01-10,Seating 0-12 - Risk Category I,1001 ALASKAN WAY,Seattle,98104,(206) 622-3939,-122.3399337292,47.604787424499996,YE OLDE CURIOSITY SHOP,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0011624,DAURLGX3Y,,1.0
PETRA MEDITERRANEAN BISTRO,PETRA MEDITERRANEAN BISTRO,2019-01-10,Seating 51-150 - Risk Category III,2501 4TH AVE ,SEATTLE,98121,(253) 678-0744,-122.34652989540001,47.6166863283,PETRA MEDITERRANEAN BISTRO,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0032409,DA0LHO45X,IVFTDHVW6,1.0
SUBWAY-WESTLAKE MALL,SUBWAY-WESTLAKE MALL,2019-01-10,Seating 13-50 - Risk Category III,1620 4TH AVE,Seattle,98101,(206) 241-1834,-122.3377322508,47.611924583000004,SUBWAY-WESTLAKE MALL,Routine Inspection/Field Review,15.0,Unsatisfactory,False,BLUE,"4400 - Plumbing properly sized, installed,...",5,PR0030241,DA3WLNH9C,IV7ED0MOU,1.0
HOTWIRE COFFEE HOUSE,HOTWIRE COFFEE HOUSE,2019-01-10,Seating 0-12 - Risk Category I,4410 CALIFORNIA AVE SW ,SEATTLE,98116,(206) 579-1410,-122.3865625776,47.5645101803,HOTWIRE COFFEE HOUSE,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0067794,DADN3VYPW,IVW3N87UZ,2.0
WILD TIGER PIZZA CORPORATION,WILD TIGER PIZZA,2019-01-10,Seating 0-12 - Risk Category III,1620 4TH AVE #4,Seattle,98101,(206) 240-6479,-122.3377322508,47.611924583000004,WILD TIGER PIZZA CORPORATION,Routine Inspection/Field Review,15.0,Unsatisfactory,False,BLUE,"4400 - Plumbing properly sized, installed,...",5,PR0046405,DACMDRZTA,IVY0MRN80,1.0
TACO DEL MAR,TACO DEL MAR,2019-01-10,Seating 13-50 - Risk Category III,1620 4TH AVE #2,SEATTLE,98101,(206) 650-0082,-122.3377322508,47.611924583000004,TACO DEL MAR,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0069674,DAQIZZDOT,IVZBHE38X,1.0
MICHIGAN ST 76,MICHIGAN ST 76,2019-01-10,Seating 0-12 - Risk Category I,551 S MICHIGAN ST ,Seattle,98108,(206) 650-8811,-122.3267804042,47.5458010672,MICHIGAN ST 76,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0040222,DAM6KCRGI,,2.0
SUBWAY #27238,SUBWAY #27238,2019-01-10,Seating 0-12 - Risk Category III,1414 3RD AVE,SEATTLE,98101,(206) 344-6888,-122.33686337620001,47.6093027331,SUBWAY #27238,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0068695,DAS6TNKMI,IVBITXPK5,1.0
METROPOLITAN DELI,METROPOLITAN DELI,2019-01-10,Seating 0-12 - Risk Category III,1255 REPUBLICAN ST,SEATTLE,98109,(206) 420-1068,-122.33135009,47.62267495,METROPOLITAN DELI,Routine Inspection/Field Review,0.0,Complete,False,,,0,PR0084480,DAQPRM17P,,2.0
EMERALD CITY SMOOTHIE,EMERALD CITY SMOOTHIE,2019-01-10,Seating 0-12 - Risk Category II,1275 N 205TH ST ,SHORELINE,98133,,-122.34365159299999,47.777623925600004,EMERALD CITY SMOOTHIE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0077092,DAGNKFSKN,IVDJYPWCP,1.0
"PREMIER MEAT PIES, LLC","PREMIER MEAT PIES, LLC",2019-01-11,Seating 0-12 - Risk Category III,305 HARRISON ST ,Seattle,98109,(206) 619-0499,-122.35149164879999,47.623859538000005,"PREMIER MEAT PIES, LLC",Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0044610,DAT9SGF5G,,1.0
BURIEN BIG FOOT JAVA,BURIEN BIG FOOT JAVA,2019-01-11,Seating 0-12 - Risk Category I,1031 SW 128TH ST,BURIEN,98146,(253) 833-7863,-122.34839395,47.48784092,BURIEN BIG FOOT JAVA,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0081299,DA9HW5WSK,IV0DS9YLD,1.0
STARBUCKS COFFEE #3346,STARBUCKS COFFEE #3346,2019-01-11,Seating 13-50 - Risk Category II,9999 HOLMAN RD NW ,SEATTLE,98117,(206) 318-1575,-122.36369145350001,47.7019242696,STARBUCKS COFFEE #3346,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0065304,DANQWME88,,1.0
JIMMY JOHN'S GOURMET SANDWICHES,JIMMY JOHN'S GOURMET SANDWICHES,2019-01-11,Seating 13-50 - Risk Category II,1629 6TH AVE,SEATTLE,98101,,-122.33635596,47.61286056,JIMMY JOHN'S GOURMET SANDWICHES,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0081483,DALOSMQ31,IV00WKNBU,2.0
NEW SAIGON RESTAURANT,NEW SAIGON RESTAURANT,2019-01-11,Seating 51-150 - Risk Category III,1529 6TH AVE ,SEATTLE,98101,,-122.33494215209998,47.6113526645,NEW SAIGON RESTAURANT,Routine Inspection/Field Review,40.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0070158,DA0IRKCEY,IV8QM74I3,2.0
"SKILLET SEATTLE CENTER, LLC","SKILLET SEATTLE CENTER, LLC",2019-01-11,Seating 51-150 - Risk Category III,305 HARRISON ST #220,SEATTLE,98109,(206) 877-2248,-122.35335449,47.62111964,"SKILLET SEATTLE CENTER, LLC",Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082314,DAQOV0SFC,,1.0
RIDER,RIDER,2019-01-11,Seating 151-250 - Risk Category III,619 PINE ST,SEATTLE,98101,(206) 859-4242,-122.33427079999998,47.612291799999994,RIDER,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087129,DAA5U4KFR,,1.0
STARBUCKS COFFEE #3202,STARBUCKS COFFEE #3202,2019-01-11,Seating 51-150 - Risk Category II,6501 CALIFORNIA AVE SW,Seattle,98136,,-122.3874458993,47.5446904424,STARBUCKS COFFEE #3202,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0046271,DAX0HQDLZ,,1.0
KABAB,KABAB,2019-01-11,Seating 0-12 - Risk Category III,305 HARRISON ST STE 219,Seattle,98109,(425) 830-5490,-122.35149164879999,47.623859538000005,KABAB,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0008701,DAHKLRZU6,,1.0
BLANK SPACE CAFE,BLANK SPACE CAFE,2019-01-12,Seating 13-50 - Risk Category II,2126 2ND AVE,SEATTLE,98121,(206) 448-2617,-122.34381381,47.61326054,BLANK SPACE CAFE,Routine Inspection/Field Review,45.0,Unsatisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0086614,DAXVAKOYJ,IVSTIRBZO,3.0
CLOUDBURST BREWING,CLOUDBURST BREWING,2019-01-12,Seating 13-50 - Risk Category I,2116 WESTERN AVE,SEATTLE,98121,(206) 602-6061,-122.34493432,47.61180316,CLOUDBURST BREWING,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085448,DAQ5ZJ0VW,,1.0
BELLTOWN BREWERY,BELLTOWN BREWERY,2019-01-12,Seating 51-150 - Risk Category III,200 BELL ST,SEATTLE,98121,(206) 619-1902,-122.34565078,47.61428173,BELLTOWN BREWERY,Routine Inspection/Field Review,0.0,Complete,False,,,0,PR0084135,DAU5B4VPP,,1.0
JUPITER BAR LLC,JUPITER BAR LLC,2019-01-12,Seating 51-150 - Risk Category III,2126 2ND AVE STE A,SEATTLE,98121,(206) 334-4054,-122.34381381,47.61326054,JUPITER BAR LLC,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087002,DAZVK8GDX,,1.0
MARKET STREET  DELI,MARKET STREET  DELI,2019-01-14,Seating 0-12 - Risk Category II,719 NW MARKET ST,Seattle,98107,(206) 784-2257,-122.3656192052,47.6684168392,MARKET STREET  DELI,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0012712,DAJTF34HU,,1.0
SLATE COFFEE ROASTERS,SLATE COFFEE ROASTERS,2019-01-14,Seating 0-12 - Risk Category I,5413 6TH AVE NW ,SEATTLE,98107,(206) 422-2258,-122.36354037219999,47.6683502362,SLATE COFFEE ROASTERS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0077024,DA0GEXRBR,,2.0
IKIIKI,IKIIKI,2019-01-14,Seating 51-150 - Risk Category III,12 BOSTON ST ,Seattle,98109,(206) 718-3901,-122.3563402808,47.6385595544,IKIIKI,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0047310,DA03BTRN2,,2.0
BASKIN-ROBBINS ICE CREAM,BASKIN-ROBBINS ICE CREAM,2019-01-14,Seating 0-12 - Risk Category II,926 N 185TH ST,SHORELINE,98133,(206) 542-5054,-122.3481294846,47.763399471999996,BASKIN-ROBBINS ICE CREAM,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,4000 - Food and non-food surfaces properly used and...,5,PR0001128,DAC9Q1P7A,IVQ0SDVEL,1.0
THUDSUAN KITCHEN AND BAR,THUDSUAN KITCHEN AND BAR,2019-01-14,Seating 51-150 - Risk Category III,1818 E MADISON ST,SEATTLE,98122,(206) 234-9709,-122.30783906,47.61687351,THUDSUAN KITCHEN AND BAR,Consultation/Education - Field,0.0,Complete,False,,,0,PR0083591,DA03Z7W0I,,1.0
PIROSHKY PIROSHKY,PIROSHKY PIROSHKY,2019-01-14,Seating 0-12 - Risk Category III,1908 PIKE PL ,SEATTLE,98101,(206) 441-6068,-122.3423139208,47.6099111574,PIROSHKY PIROSHKY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0004016,DAS5JBMVP,,1.0
CONFECTIONAL,CONFECTIONAL,2019-01-14,Seating 0-12 - Risk Category III,1530 PIKE PL,SEATTLE,98101,(206) 742-2949,-122.34080484360001,47.6091461922,CONFECTIONAL,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0071325,DABIM8RNY,IVPZMXM3W,1.0
WILDROSE,WILDROSE,2019-01-14,Seating 51-150 - Risk Category III,1021 E PIKE ST ,Seattle,98122,(206) 324-9210,-122.3182978707,47.6139690647,WILDROSE,Routine Inspection/Field Review,3.0,Satisfactory,False,BLUE,4300 - Non-food contact surfaces maintained and clean,3,PR0003824,DAA038KW1,IVHGDO5GB,1.0
LADYBUG ESPRESSO,LADYBUG ESPRESSO,2019-01-14,Seating 0-12 - Risk Category I,8902 14TH AVE S,SEATTLE,98108,(206) 852-0642,-122.31459187,47.52359648,LADYBUG ESPRESSO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0079582,DAW50PT8S,,1.0
CORNUTO,CORNUTO,2019-01-14,Seating 51-150 - Risk Category III,7404 GREENWOOD AVE N,SEATTLE,98103,,-122.35509717,47.68274108,CORNUTO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0081352,DA00T0FPT,,1.0
MEE SUM PASTRIES,MEE SUM PASTRIES,2019-01-14,Seating 0-12 - Risk Category III,1526 PIKE PL ,Seattle,98101,,-122.3413504709,47.6093252431,MEE SUM PASTRIES,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,0600 - Adequate handwashing facilities,10,PR0003315,DAX1NPQ67,IVRQAD8OT,1.0
REUBEN'S BREWS LLC,REUBEN'S BREWS LLC,2019-01-14,Seating 51-150 - Risk Category I,5010 14TH AVE NW,SEATTLE,98107,(205) 395-4392,-122.37314509999999,47.66544722,REUBEN'S BREWS LLC,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0084785,DA67DWC03,,1.0
BOUNTY KITCHEN,BOUNTY KITCHEN,2019-01-14,Seating 13-50 - Risk Category III,7 BOSTON ST,SEATTLE,98109,(206) 695-2017,-122.356525101,47.6381972001,BOUNTY KITCHEN,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0046334,DATRBKERC,,2.0
VERACI PIZZA,VERACI PIZZA,2019-01-14,Seating 13-50 - Risk Category III,500 NW MARKET ST ,Seattle,98107,(206) 525-1813,-122.3633671872,47.668867871,VERACI PIZZA,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0008305,DAHXRPQ9Y,,1.0
TOP POT DOUGHNUTS,TOP POT DOUGHNUTS,2019-01-14,Seating 13-50 - Risk Category I,2758 ALKI AVE SW STE A,SEATTLE,98116,(206) 441-4992,-122.41142907,47.57871233,TOP POT DOUGHNUTS,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0084665,DATJ4JNIN,IVK05PXWN,2.0
LITTLE UNCLE,LITTLE UNCLE,2019-01-14,Seating 13-50 - Risk Category III,1523 E MADISON ST #101,SEATTLE,98122,(206) 549-6507,-122.31171297,47.61469102,LITTLE UNCLE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0085664,DA5LQLMS0,,1.0
GRAPPA,GRAPPA,2019-01-14,Seating 51-150 - Risk Category III,2 BOSTON ST ,SEATTLE,98109,(206) 239-8431,-122.35653031209999,47.638616248699996,GRAPPA,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0046660,DAS2JEVBA,IV2R48NOC,1.0
GREEN LEAF VIETNAMESE RESTAURANT,GREEN LEAF VIETNAMES REST,2019-01-14,Seating 51-150 - Risk Category III,418 8TH AVE S,SEATTLE,98104,(206) 340-1388,-122.32222348040001,47.5986364329,GREEN LEAF VIETNAMESE RESTAURANT,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1600 - Proper cooling procedure,25,PR0040189,DAUB7ZPFB,IVBVL7BTU,2.0
STORYVILLE COFFEE COMPANY,STORYVILLE COFFEE COMPANY,2019-01-14,Seating 13-50 - Risk Category III,2128 QUEEN ANNE AVE N,SEATTLE,98109,(206) 780-5777,-122.35671299999998,47.638049,STORYVILLE COFFEE COMPANY,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0083976,DAASB6O0R,IVIJQAOBG,1.0
CAFFE FIORE,CAFFE FIORE,2019-01-15,Seating 13-50 - Risk Category I,5405 LEARY AVE NW ,SEATTLE,98107,(206) 235-8999,-122.3828285658,47.6668740788,CAFFE FIORE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0076729,DAHD3HCEI,IVDNOKQ4J,1.0
OTHER COAST CAFE,OTHER COAST CAFE,2019-01-15,Seating 13-50 - Risk Category III,12 MERCER ST,SEATTLE,98109,(206) 609-4186,-122.35614093870001,47.625023155600005,OTHER COAST CAFE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0077774,DAEHQROKV,,1.0
BAD ALBERTS TAP AND GRILL,BAD ALBERTS TAP AND GRILL,2019-01-15,Seating 13-50 - Risk Category III,5100 BALLARD AVE NW ,SEATTLE,98107,(206) 782-9623,-122.3807675792,47.6647102425,BAD ALBERTS TAP AND GRILL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002024,DABIEQL3W,,1.0
BLACK ROCK COFFEE BAR,BLACK ROCK COFFEE BAR,2019-01-15,Seating 0-12 - Risk Category I,14313 AURORA AVE N ,SEATTLE,98133,(206) 270-9940,-122.345681075,47.7327720205,BLACK ROCK COFFEE BAR,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0067773,DAMQA5YTW,IVAWB6AYR,1.0
PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL,PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL,2019-01-15,Seating 51-150 - Risk Category III,300 ROY ST,SEATTLE,98109,(425) 455-5825,-122.351213289,47.6256243255,PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0081675,DAY6J32QF,IV8YHQBPF,2.0
CAFFE ZINGARO,CAFFE ZINGARO,2019-01-15,Seating 13-50 - Risk Category III,127 MERCER ST ,Seattle,98109,,-122.35426468889999,47.624402313100006,CAFFE ZINGARO,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002776,DABP87U5D,IVKFHCZV3,1.0
BAR 9 - LEVEL 4,BAR 9 - LEVEL 4,2019-01-15,Seating 13-50 - Risk Category I,701 N 34TH ST,SEATTLE,98103,(972) 832-8570,-122.34935339,47.64920079,BAR 9 - LEVEL 4,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087630,DA4D5F9JA,,1.0
BEVMO,BEVMO!,2019-01-15,Seating 0-12 - Risk Category I,850 NW 45TH ST,SEATTLE,98107,(925) 609-6153,-122.36794099999999,47.661745,BEVMO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082927,DAFNRSM56,,1.0
CAFFE LADRO,CAFFE LADRO,2019-01-15,Seating 13-50 - Risk Category II,7011 CALIFORNIA AVE SW ,Seattle,98136,,-122.3874417501,47.5403364337,CAFFE LADRO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0055405,DA6B9WFO4,,1.0
JUJUBEET,JUJUBEET,2019-01-15,Seating 0-12 - Risk Category II,1091 THOMAS ST STE A,SEATTLE,98109,(425) 894-5362,-122.33619876,47.62061312,JUJUBEET,Consultation/Education - Field,0.0,Complete,False,,,0,PR0086256,DA300D9WG,,1.0
"THURSDAY, LLC","THURSDAY, LLC",2019-01-15,Seating 51-150 - Risk Category III,534 15TH AVE E ,SEATTLE,98112,(206) 883-5954,-122.3124212017,47.6241956933,"THURSDAY, LLC",Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0002508,DAVGSH0R9,IVOV9I9SP,2.0
PLENTY OF CLOUDS,PLENTY OF CLOUDS,2019-01-16,Seating 13-50 - Risk Category III,1550 15TH AVE,SEATTLE,98122,(480) 516-6124,-122.31253562,47.61507567,PLENTY OF CLOUDS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087612,DATMC7JGX,,1.0
MYUNG DONG TOFU RESTAURANT,MYUNG DONG TOFU RESTAURANT,2019-01-16,Seating 13-50 - Risk Category III,4142 BROOKLYN AVE NE ,SEATTLE,98105,(206) 288-9699,-122.314017436,47.6581325512,MYUNG DONG TOFU RESTAURANT,Routine Inspection/Field Review,15.0,Unsatisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0012141,DAR5T7BVW,IVNRVD8VZ,1.0
CAFFE VITA COFFEE ROASTING COMPANY,CAFFE VITA,2019-01-16,Seating 13-50 - Risk Category II,813 5TH AVE N ,SEATTLE,98109,,-122.3478583793,47.6267819505,CAFFE VITA COFFEE ROASTING COMPANY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0043411,DAAB4DFCE,,1.0
BIG MARIOS 2,BIG MARIOS 2,2019-01-16,Seating 13-50 - Risk Category III,815 5TH AVE N ,SEATTLE,98109,(206) 388-2995,-122.3476942132,47.6268653541,BIG MARIOS 2,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0046756,DA0D2Q880,IV0AYHED0,1.0
GRADUATE SEATTLE,POINDEXTER COFFEE,2019-01-16,Seating 13-50 - Risk Category II,4507 BROOKLYN AVE NE ,SEATTLE,98105,(206) 634-2000,-122.3146089096,47.66178222520001,GRADUATE SEATTLE,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0064463,DAJSCP413,IVX3G3Y5K,1.0
ADANA,ADANA,2019-01-16,Seating 151-250 - Risk Category III,1449 E PINE ST,SEATTLE,98122,(425) 301-0214,-122.31314761,47.61516131,ADANA,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0083119,DAWR4KDAM,IVDVX0B4K,1.0
